ID,MAC_seagrass_ag,MAC_seagrass_bg,MAC_seagrass_fr,NCS_fs1,PHY_mpb,BIV_suspfeeder
95,17891.7455,17891.7455,0,0,20,0
96,17891.8535,17891.8535,0,0,20,0
97,17893.1305,17893.1305,0,0,20,0
98,17896.2643,17896.2643,0,0,20,0
99,17896.1759,17896.1759,0,0,20,0
100,17890.7928,17890.7928,0,0,20,0
101,17891.8928,17891.8928,0,0,20,0
102,0,0,0,0.4,20,0
103,0,0,0,0.4,20,0
104,0,0,0,0.4,20,0
105,0,0,0,0.4,20,0
106,0,0,0,0.4,20,0
107,0,0,0,0.4,20,0
108,0,0,0,0.4,20,0
109,0,0,0,0.4,20,0
110,0,0,0,0.4,20,0
111,0,0,0,0.4,20,0
112,0,0,0,0.4,20,0
113,17893.7788,17893.7788,0,0,20,0
114,17894.044,17894.044,0,0,20,0
115,17891.058,17891.058,0,0,20,0
116,17892.7179,17892.7179,0,0,20,0
117,17895.2917,17895.2917,0,0,20,0
118,17896.1759,17896.1759,0,0,20,0
119,17886.4914,17886.4914,0,0,20,0
120,17896.1759,17896.1759,0,0,20,0
121,17882.1911,17882.1911,0,0,20,0
122,0,0,0,0.4,20,0
123,0,0,0,0.4,20,0
124,0,0,0,0.4,20,0
125,0,0,0,0.4,20,0
126,0,0,0,0.4,20,0
127,0,0,0,0.4,20,0
128,0,0,0,0.4,20,0
129,0,0,0,0.4,20,0
130,0,0,0,0.4,20,0
131,0,0,0,0.4,20,0
132,0,0,0,0.4,20,0
133,0,0,0,0.4,20,0
134,0,0,0,0.4,20,0
135,0,0,0,0.4,20,0
136,17889.0053,17889.0053,0,0,20,0
137,17888.2982,17888.2982,0,0,20,0
138,17892.1679,17892.1679,0,0,20,0
139,17885.5979,17885.5979,0,0,20,0
140,17876.4294,17876.4294,0,0,20,0
141,16037.6862,16037.6862,0,0.0409,20,0
142,17895.7731,17895.7731,0,0,20,0
143,17896.1562,17896.1562,0,0,20,0
144,17863.3917,17863.3917,0,0,20,0
145,17859.9401,17859.9401,0,0,20,0
146,0,0,0,0.4,20,0
147,17811.6094,17811.6094,0,0,20,0
148,0,0,0,0.4,20,0
149,0,0,0,0.4,20,0
150,0,0,0,0.4,20,0
151,0,0,0,0.4,20,0
152,0,0,0,0.4,20,0
153,0,0,0,0.4,20,0
154,0,0,0,0.4,20,0
155,0,0,0,0.4,20,0
156,0,0,0,0.4,20,0
157,0,0,0,0.4,20,0
158,0,0,0,0.4,20,0
159,0,0,0,0.4,20,0
160,0,0,0,0.4,20,0
161,0,0,0,0.4,20,0
162,0,0,0,0.4,20,0
163,0,0,0,0.4,20,0
164,0,0,0,0.4,20,0
165,0,0,0,0.4,20,0
166,17878.1175,17878.1175,0,0,20,0
167,17869.5807,17869.5807,0,0,20,0
168,0,0,0,0.4,20,0
169,0,0,0,0.4,20,0
170,17882.8292,17882.8292,0,0,20,0
171,17894.5058,17894.5058,0,0,20,0
172,9932.8935,9932.8935,0,0.1772,20,0
173,17849.7657,17849.7657,0,0,20,0
174,0.0019,0.0019,0,0.4,20,0
175,0,0,0,0.4,20,0
176,0,0,0,0.4,20,0
177,17896.1464,17896.1464,0,0,20,0
178,0,0,0,0.4,20,0
179,0,0,0,0.4,20,0
180,0,0,0,0.4,20,0
181,0,0,0,0.4,20,0
182,0,0,0,0.4,20,0
183,0,0,0,0.4,20,0
184,0,0,0,0.4,20,0
185,0,0,0,0.4,20,0
186,0,0,0,0.4,20,0
187,0,0,0,0.4,20,0
188,0,0,0,0.4,20,0
189,0,0,0,0.4,20,0
190,0,0,0,0.4,20,0
191,0,0,0,0.4,20,0
192,0,0,0,0.4,20,0
193,1181.3651,1181.3651,0,0.3736,20,0
194,0,0,0,0.4,20,0
195,0,0,0,0.4,20,0
196,0,0,0,0.4,20,0
197,0,0,0,0.4,20,0
198,0,0,0,0.4,20,0
199,0,0,0,0.4,20,0
200,17873.9075,17873.9075,0,0,20,0
201,0,0,0,0.4,20,0
202,0,0,0,0.4,20,0
203,0,0,0,0.4,20,0
204,0,0,0,0.4,20,0
205,0,0,0,0.4,20,0
206,17893.2385,17893.2385,0,0,20,0
207,17896.0776,17896.0776,0,0,20,0
208,0,0,0,0.4,20,0
209,0,0,0,0.4,20,0
210,0,0,0,0.4,20,0
211,0,0,0,0.4,20,0
212,0,0,0,0.4,20,0
213,0,0,0,0.4,20,0
214,0,0,0,0.4,20,0
215,0,0,0,0.4,20,0
216,0,0,0,0.4,20,0
217,17369.5513,17369.5513,0,0,20,0
218,0,0,0,0.4,20,0
219,0,0,0,0.4,20,0
220,17883.5066,17883.5066,0,0,20,0
221,17872.6515,17872.6515,0,0,20,0
222,17888.0135,17888.0135,0,0,20,0
223,17811.3161,17811.3161,0,0,20,0
224,17891.5589,17891.5589,0,0,20,0
225,17892.3643,17892.3643,0,0,20,0
226,17891.1071,17891.1071,0,0,20,0
227,15539.5684,15539.5684,0,0.0526,20,0
228,0,0,0,0.4,20,0
229,17892.6197,17892.6197,0,0,20,0
230,0,0,0,0.4,20,0
231,0,0,0,0.4,20,0
232,0,0,0,0.4,20,0
233,0,0,0,0.4,20,0
234,0,0,0,0.4,20,0
235,0,0,0,0.4,20,0
236,17895.999,17895.999,0,0,20,0
237,0,0,0,0.4,20,0
238,0,0,0,0.4,20,0
239,0,0,0,0.4,20,0
240,0,0,0,0.4,20,0
241,0,0,0,0.4,20,0
242,0,0,0,0.4,20,0
243,0,0,0,0.4,20,0
244,0,0,0,0.4,20,0
245,17674.2399,17674.2399,0,0,20,0
246,0,0,0,0.4,20,0
247,17849.991,17849.991,0,0,20,0
248,0,0,0,0.4,20,0
249,0,0,0,0.4,20,0
250,17890.1249,17890.1249,0,0,20,0
251,17889.3687,17889.3687,0,0,20,0
252,17874.3392,17874.3392,0,0,20,0
253,17890.72,17890.72,0,0,20,0
254,17884.3018,17884.3018,0,0,20,0
255,17883.9975,17883.9975,0,0,20,0
256,0,0,0,0.4,20,0
257,17890.341,17890.341,0,0,20,0
258,17895.7829,17895.7829,0,0,20,0
259,0,0,0,0.4,20,0
260,0,0,0,0.4,20,0
261,0,0,0,0.4,20,0
262,0,0,0,0.4,20,0
263,0,0,0,0.4,20,0
264,0,0,0,0.4,20,0
265,0,0,0,0.4,20,0
266,0,0,0,0.4,20,0
267,0,0,0,0.4,20,0
268,0,0,0,0.4,20,0
269,0,0,0,0.4,20,0
270,0,0,0,0.4,20,0
271,0,0,0,0.4,20,0
272,0,0,0,0.4,20,0
273,0,0,0,0.4,20,0
274,0,0,0,0.4,20,0
275,0,0,0,0.4,20,0
276,0,0,0,0.4,20,0
277,0,0,0,0.4,20,0
278,0,0,0,0.4,20,0
279,0,0,0,0.4,20,0
280,0,0,0,0.4,20,0
281,17843.848,17843.848,0,0,20,0
282,0,0,0,0.4,20,0
283,0,0,0,0.4,20,0
284,0,0,0,0.4,20,0
285,17842.0456,17842.0456,0,0,20,0
286,0,0,0,0.4,20,0
287,0,0,0,0.4,20,0
288,0,0,0,0.4,20,0
289,0,0,0,0.4,20,0
290,0,0,0,0.4,20,0
291,17889.1035,17889.1035,0,0,20,0
292,0,0,0,0.4,20,0
293,0,0,0,0.4,20,0
294,0,0,0,0.4,20,0
295,0,0,0,0.4,20,0
296,0,0,0,0.4,20,0
297,0,0,0,0.4,20,0
298,0,0,0,0.4,20,0
299,0,0,0,0.4,20,0
300,0,0,0,0.4,20,0
301,0,0,0,0.4,20,0
302,0,0,0,0.4,20,0
303,0,0,0,0.4,20,0
304,0,0,0,0.4,20,0
305,16237.2585,16237.2585,0,0,20,0
306,0,0,0,0.4,20,0
307,0,0,0,0.4,20,0
308,0,0,0,0.4,20,0
309,0,0,0,0.4,20,0
310,0,0,0,0.4,20,0
311,0,0,0,0.4,20,0
312,0,0,0,0.4,20,0
313,0,0,0,0.4,20,0
314,0,0,0,0.4,20,0
315,0,0,0,0.4,20,0
316,0,0,0,0.4,20,0
317,0,0,0,0.4,20,0
318,17694.6858,17694.6858,0,0,20,0
319,0,0,0,0.4,20,0
320,0,0,0,0.4,20,0
321,0,0,0,0.4,20,0
322,0,0,0,0.4,20,0
323,10422.9043,10422.9043,0,0,20,0
324,0,0,0,0.4,20,0
325,0,0,0,0.4,20,0
326,0,0,0,0.4,20,0
327,0,0,0,0.4,20,0
328,0,0,0,0.4,20,0
329,0,0,0,0.4,20,0
330,0,0,0,0.4,20,0
331,0,0,0,0.4,20,0
332,0,0,0,0.4,20,0
333,0,0,0,0.4,20,0
334,0,0,0,0.4,20,0
335,0,0,0,0.4,20,0
336,0,0,0,0.4,20,0
337,16941.8681,16941.8681,0,0,20,0
338,0,0,0,0.4,20,0
339,0,0,0,0.4,20,0
340,0,0,0,0.4,20,0
341,0,0,0,0.4,20,0
342,0,0,0,0.4,20,0
343,0,0,0,0.4,20,0
344,0,0,0,0.4,20,0
345,0,0,0,0.4,20,0
346,0,0,0,0.4,20,0
347,17819.7859,17819.7859,0,0,20,0
348,15475.3794,15475.3794,0,0,20,0
349,0,0,0,0.4,20,0
350,0,0,0,0.4,20,0
351,0,0,0,0.4,20,0
352,0,0,0,0.4,20,0
353,0,0,0,0.4,20,0
354,0,0,0,0.4,20,0
355,0,0,0,0.4,20,0
356,0,0,0,0.4,20,0
357,0,0,0,0.4,20,0
358,0,0,0,0.4,20,0
359,0,0,0,0.4,20,0
360,0,0,0,0.4,20,0
361,0,0,0,0.4,20,0
362,0,0,0,0.4,20,0
363,0,0,0,0.4,20,0
364,0,0,0,0.4,20,0
365,0,0,0,0.4,20,0
366,16882.8835,16882.8835,0,0,20,0
367,17468.7838,17468.7838,0,0,20,0
368,0,0,0,0.4,20,0
369,17608.935,17608.935,0,0,20,0
370,0,0,0,0.4,20,0
371,0,0,0,0.4,20,0
372,0,0,0,0.4,20,0
373,0,0,0,0.4,20,0
374,0,0,0,0.4,20,0
375,0,0,0,0.4,20,0
376,0,0,0,0.4,20,0
377,0,0,0,0.4,20,0
378,0,0,0,0.4,20,0
379,0,0,0,0.4,20,0
380,0,0,0,0.4,20,0
381,0,0,0,0.4,20,0
382,0,0,0,0.4,20,0
383,0,0,0,0.4,20,0
384,0,0,0,0.4,20,0
385,0,0,0,0.4,20,0
386,0,0,0,0.4,20,0
387,0,0,0,0.4,20,0
388,0,0,0,0.4,20,0
389,0,0,0,0.4,20,0
390,0,0,0,0.4,20,0
391,0,0,0,0.4,20,0
392,0,0,0,0.4,20,0
393,0,0,0,0.4,20,0
394,0,0,0,0.4,20,0
395,0,0,0,0.4,20,0
396,0,0,0,0.4,20,0
397,0,0,0,0.4,20,0
398,0,0,0,0.4,20,0
399,0,0,0,0.4,20,0
400,0,0,0,0.4,20,0
401,0,0,0,0.4,20,0
402,0,0,0,0.4,20,0
403,0,0,0,0.4,20,0
404,17504.668,17504.668,0,0,20,0
405,15620.6874,15620.6874,0,0,20,0
406,17817.5067,17817.5067,0,0,20,0
407,17485.5071,17485.5071,0,0,20,0
408,0,0,0,0.4,20,0
409,0,0,0,0.4,20,0
410,0,0,0,0.4,20,0
411,0,0,0,0.4,20,0
412,3496.6574,3496.6574,0,0,20,0
413,17376.4087,17376.4087,0,0,20,0
414,0,0,0,0.4,20,0
415,0,0,0,0.4,20,0
416,8694.4611,8694.4611,0,0,20,0
417,17438.4482,17438.4482,0,0,20,0
418,0,0,0,0.4,20,0
419,0,0,0,0.4,20,0
420,0,0,0,0.4,20,0
421,0,0,0,0.4,20,0
422,0,0,0,0.4,20,0
423,0,0,0,0.4,20,0
424,0,0,0,0.4,20,0
425,0,0,0,0.4,20,0
426,0,0,0,0.4,20,0
427,0,0,0,0.4,20,0
428,0,0,0,0.4,20,0
429,0,0,0,0.4,20,0
430,0,0,0,0.4,20,0
431,0,0,0,0.4,20,0
432,0,0,0,0.4,20,0
433,0,0,0,0.4,20,0
434,0,0,0,0.4,20,0
435,0,0,0,0.4,20,0
436,0,0,0,0.4,20,0
437,17828.064,17828.064,0,0,20,0
438,17871.4742,17871.4742,0,0,20,0
439,17840.0182,17840.0182,0,0,20,0
440,0,0,0,0.4,20,0
441,0,0,0,0.4,20,0
442,0,0,0,0.4,20,0
443,17878.2451,17878.2451,0,0,20,0
444,0,0,0,0.4,20,0
445,0,0,0,0.4,20,0
446,17524.6483,17524.6483,0,0,20,0
447,17875.1635,17875.1635,0,0,20,0
448,17892.9831,17892.9831,0,0,20,0
449,0,0,0,0.4,20,0
450,0,0,0,0.4,20,0
451,0,0,0,0.4,20,0
452,0,0,0,0.4,20,0
453,0,0,0,0.4,20,0
454,0,0,0,0.4,20,0
455,0,0,0,0.4,20,0
456,0,0,0,0.4,20,0
457,0,0,0,0.4,20,0
458,0,0,0,0.4,20,0
459,0,0,0,0.4,20,0
460,0,0,0,0.4,20,0
461,0,0,0,0.4,20,0
462,0,0,0,0.4,20,0
463,0,0,0,0.4,20,0
464,0,0,0,0.4,20,0
465,0,0,0,0.4,20,0
466,0,0,0,0.4,20,0
467,0,0,0,0.4,20,0
468,0,0,0,0.4,20,0
469,0,0,0,0.4,20,0
470,0,0,0,0.4,20,0
471,0,0,0,0.4,20,0
472,0,0,0,0.4,20,0
473,17884.2135,17884.2135,0,0,20,0
474,17891.9321,17891.9321,0,0,20,0
475,17892.0107,17892.0107,0,0,20,0
476,0,0,0,0.4,20,0
477,0,0,0,0.4,20,0
478,0,0,0,0.4,20,0
479,0,0,0,0.4,20,0
480,0,0,0,0.4,20,0
481,0,0,0,0.4,20,0
482,0,0,0,0.4,20,0
483,0,0,0,0.4,20,0
484,0,0,0,0.4,20,0
485,0,0,0,0.4,20,0
486,0,0,0,0.4,20,0
487,0,0,0,0.4,20,0
488,0,0,0,0.4,20,0
489,0,0,0,0.4,20,0
490,0,0,0,0.4,20,0
491,0,0,0,0.4,20,0
492,0,0,0,0.4,20,0
493,0,0,0,0.4,20,0
494,0,0,0,0.4,20,0
495,0,0,0,0.4,20,0
496,0,0,0,0.4,20,0
497,0,0,0,0.4,20,0
498,0,0,0,0.4,20,0
499,17879.364,17879.364,0,0,20,0
500,17891.9125,17891.9125,0,0,20,0
501,17892.8162,17892.8162,0,0,20,0
502,0,0,0,0.4,20,0
503,0,0,0,0.4,20,0
504,0,0,0,0.4,20,0
505,0,0,0,0.4,20,0
506,0,0,0,0.4,20,0
507,0,0,0,0.4,20,0
508,0,0,0,0.4,20,0
509,0,0,0,0.4,20,0
510,0,0,0,0.4,20,0
511,0,0,0,0.4,20,0
512,0,0,0,0.4,20,0
513,0,0,0,0.4,20,0
514,0,0,0,0.4,20,0
515,0,0,0,0.4,20,0
516,17881.2683,17881.2683,0,0,20,0
517,17761.4788,17761.4788,0,0,20,0
518,11896.9845,11896.9845,0,0,20,0
519,2910.5769,2910.5769,0,0,20,0
520,0,0,0,0.4,20,0
521,0,0,0,0.4,20,0
522,17893.0912,17893.0912,0,0,20,0
523,17895.1148,17895.1148,0,0,20,0
524,0,0,0,0.4,20,0
525,0,0,0,0.4,20,0
526,0,0,0,0.4,20,0
527,0,0,0,0.4,20,0
528,0,0,0,0.4,20,0
529,0,0,0,0.4,20,0
530,0,0,0,0.4,20,0
531,0,0,0,0.4,20,0
532,0,0,0,0.4,20,0
533,0,0,0,0.4,20,0
534,0,0,0,0.4,20,0
535,0,0,0,0.4,20,0
536,0,0,0,0.4,20,0
537,0,0,0,0.4,20,0
538,17888.0135,17888.0135,0,0,20,0
539,17894.0146,17894.0146,0,0,20,0
540,0,0,0,0.4,20,0
541,0,0,0,0.4,20,0
542,0,0,0,0.4,20,0
543,0,0,0,0.4,20,0
544,17895.5078,17895.5078,0,0,20,0
545,0,0,0,0.4,20,0
546,0,0,0,0.4,20,0
547,0,0,0,0.4,20,0
548,0,0,0,0.4,20,0
549,0,0,0,0.4,20,0
550,0,0,0,0.4,20,0
551,0,0,0,0.4,20,0
552,0,0,0,0.4,20,0
553,0,0,0,0.4,20,0
554,0,0,0,0.4,20,0
555,0,0,0,0.4,20,0
556,0,0,0,0.4,20,0
557,0,0,0,0.4,20,0
558,17846.1305,17846.1305,0,0,20,0
559,0,0,0,0.4,20,0
560,0,0,0,0.4,20,0
561,17894.437,17894.437,0,0,20,0
562,17895.8418,17895.8418,0,0,20,0
563,0,0,0,0.4,20,0
564,0,0,0,0.4,20,0
565,0,0,0,0.4,20,0
566,0,0,0,0.4,20,0
567,0,0,0,0.4,20,0
568,0,0,0,0.4,20,0
569,0,0,0,0.4,20,0
570,0,0,0,0.4,20,0
571,0,0,0,0.4,20,0
572,0,0,0,0.4,20,0
573,0,0,0,0.4,20,0
574,0,0,0,0.4,20,0
575,0,0,0,0.4,20,0
576,0,0,0,0.4,20,0
577,0,0,0,0.4,20,0
578,17887.1493,17887.1493,0,0,20,0
579,17892.0402,17892.0402,0,0,20,0
580,17892.7572,17892.7572,0,0,20,0
581,0,0,0,0.4,20,0
582,0,0,0,0.4,20,0
583,17831.294,17831.294,0,0,20,0
584,17890.6946,17890.6946,0,0,20,0
585,17882.9372,17882.9372,0,0,20,0
586,17892.1679,17892.1679,0,0,20,0
587,17894.7317,17894.7317,0,0,20,0
588,17896.0187,17896.0187,0,0,20,0
589,0,0,0,0.4,20,0
590,0,0,0,0.4,20,0
591,0,0,0,0.4,20,0
592,0,0,0,0.4,20,0
593,0,0,0,0.4,20,0
594,0,0,0,0.4,20,0
595,0,0,0,0.4,20,0
596,0,0,0,0.4,20,0
597,0,0,0,0.4,20,0
598,0,0,0,0.4,20,0
599,0,0,0,0.4,20,0
600,0,0,0,0.4,20,0
601,0,0,0,0.4,20,0
602,0,0,0,0.4,20,0
603,0,0,0,0.4,20,0
604,0,0,0,0.4,20,0
605,0,0,0,0.4,20,0
606,0,0,0,0.4,20,0
607,0,0,0,0.4,20,0
608,17892.1679,17892.1679,0,0,20,0
609,17894.5058,17894.5058,0,0,20,0
610,17893.4026,17893.4026,0,0,20,0
611,17894.0014,17894.0014,0,0,20,0
612,0,0,0,0.4,20,0
613,17853.3427,17853.3427,0,0,20,0
614,17891.3232,17891.3232,0,0,20,0
615,0,0,0,0.4,20,0
616,17891.6375,17891.6375,0,0,20,0
617,17891.716,17891.716,0,0,20,0
618,17895.9401,17895.9401,0,0,20,0
619,17240.9474,17240.9474,0,0,20,0
620,0,0,0,0.4,20,0
621,0,0,0,0.4,20,0
622,0,0,0,0.4,20,0
623,0,0,0,0.4,20,0
624,0,0,0,0.4,20,0
625,0,0,0,0.4,20,0
626,0,0,0,0.4,20,0
627,0,0,0,0.4,20,0
628,0,0,0,0.4,20,0
629,0,0,0,0.4,20,0
630,0,0,0,0.4,20,0
631,17433.5378,17433.5378,0,0,20,0
632,0,0,0,0.4,20,0
633,17570.001,17570.001,0,0,20,0
634,17426.5239,17426.5239,0,0,20,0
635,17867.4128,17867.4128,0,0,20,0
636,17859.3322,17859.3322,0,0,20,0
637,17877.0183,17877.0183,0,0,20,0
638,17277.9191,17277.9191,0,0,20,0
639,17461.1518,17461.1518,0,0,20,0
640,17892.5215,17892.5215,0,0,20,0
641,17895.7817,17895.7817,0,0,20,0
642,17896.785,17896.785,0,0,20,0
643,17276.9502,17276.9502,0,0.0139,20,0
644,0,0,0,0.4,20,0
645,17863.7643,17863.7643,0,0,20,0
646,0,0,0,0.4,20,0
647,17892.826,17892.826,0,0,20,0
648,0,0,0,0.4,20,0
649,17893.2287,17893.2287,0,0,20,0
650,0,0,0,0.4,20,0
651,0,0,0,0.4,20,0
652,0,0,0,0.4,20,0
653,0,0,0,0.4,20,0
654,0,0,0,0.4,20,0
655,0,0,0,0.4,20,0
656,0,0,0,0.4,20,0
657,0,0,0,0.4,20,0
658,0,0,0,0.4,20,0
659,0,0,0,0.4,20,0
660,0,0,0,0.4,20,0
661,17756.4872,17756.4872,0,0,20,0
662,17564.0796,17564.0796,0,0,20,0
663,17895.7436,17895.7436,0,0,20,0
664,17894.5352,17894.5352,0,0,20,0
665,0,0,0,0.4,20,0
666,17865.3041,17865.3041,0,0,20,0
667,17862.2247,17862.2247,0,0,20,0
668,17894.211,17894.211,0,0,20,0
669,17894.0539,17894.0539,0,0,20,0
670,17892.7769,17892.7769,0,0,20,0
671,17896.8341,17896.8341,0,0,20,0
672,17892.3152,17892.3152,0,0,20,0
673,0,0,0,0.4,20,0
674,0,0,0,0.4,20,0
675,0,0,0,0.4,20,0
676,17892.8947,17892.8947,0,0,20,0
677,17896.392,17896.392,0,0,20,0
678,17891.8339,17891.8339,0,0,20,0
679,17893.7985,17893.7985,0,0,20,0
680,17891.6964,17891.6964,0,0,20,0
681,0,0,0,0.4,20,0
682,0,0,0,0.4,20,0
683,0,0,0,0.4,20,0
684,0,0,0,0.4,20,0
685,0,0,0,0.4,20,0
686,0,0,0,0.4,20,0
687,0,0,0,0.4,20,0
688,0,0,0,0.4,20,0
689,0,0,0,0.4,20,0
690,17896.0088,17896.0088,0,0,20,0
691,17890.7437,17890.7437,0,0,20,0
692,17859.8911,17859.8911,0,0,20,0
693,17893.9163,17893.9163,0,0,20,0
694,17896.5001,17896.5001,0,0,20,0
695,17896.9815,17896.9815,0,0,20,0
696,17896.5394,17896.5394,0,0,20,0
697,0,0,0,0.4,20,0
698,0,0,0,0.4,20,0
699,0,0,0,0.4,20,0
700,0,0,0,0.4,20,0
701,0,0,0,0.4,20,0
702,17879.6094,17879.6094,0,0,20,0
703,0,0,0,0.4,20,0
704,0,0,0,0.4,20,0
705,17889.1035,17889.1035,0,0,20,0
706,0,0,0,0.4,20,0
707,0,0,0,0.4,20,0
708,0,0,0,0.4,20,0
709,0,0,0,0.4,20,0
710,0,0,0,0.4,20,0
711,0,0,0,0.4,20,0
712,0,0,0,0.4,20,0
713,0,0,0,0.4,20,0
714,0,0,0,0.4,20,0
715,0,0,0,0.4,20,0
716,0,0,0,0.4,20,0
717,0,0,0,0.4,20,0
718,0,0,0,0.4,20,0
719,17802.7526,17802.7526,0,0,20,0
720,15268.5789,15268.5789,0,0,20,0
721,1337.3434,1337.3434,0,0.365,20,0
722,0,0,0,0.4,20,0
723,0,0,0,0.4,20,0
724,0,0,0,0.4,20,0
725,0,0,0,0.4,20,0
726,0,0,0,0.4,20,0
727,0,0,0,0.4,20,0
728,0,0,0,0.4,20,0
729,17881.5628,17881.5628,0,0,20,0
730,16338.9267,16338.9267,0,0,20,0
731,0,0,0,0.4,20,0
732,0,0,0,0.4,20,0
733,0,0,0,0.4,20,0
734,0,0,0,0.4,20,0
735,0,0,0,0.4,20,0
736,0,0,0,0.4,20,0
737,0,0,0,0.4,20,0
738,0,0,0,0.4,20,0
739,0,0,0,0.4,20,0
740,0,0,0,0.4,20,0
741,17890.1642,17890.1642,0,0,20,0
742,13246.4884,13246.4884,0,0.0914,20,0
743,0,0,0,0.4,20,0
744,0,0,0,0.4,20,0
745,0,0,0,0.4,20,0
746,0,0,0,0.4,20,0
747,0,0,0,0.4,20,0
748,0,0,0,0.4,20,0
749,9428.7731,9428.7731,0,0,20,0
750,1575.5696,1575.5696,0,0,20,0
751,0,0,0,0.4,20,0
752,0,0,0,0.4,20,0
753,6007.793,6007.793,0,0,20,0
754,0,0,0,0.4,20,0
755,0,0,0,0.4,20,0
756,0,0,0,0.4,20,0
757,0,0,0,0.4,20,0
758,0,0,0,0.4,20,0
759,17876.2037,17876.2037,0,0,20,0
760,13490.7379,13490.7379,0,0,20,0
761,17873.5935,17873.5935,0,0,20,0
762,0,0,0,0.4,20,0
763,0,0,0,0.4,20,0
764,0,0,0,0.4,20,0
765,0,0,0,0.4,20,0
766,0,0,0,0.4,20,0
767,0,0,0,0.4,20,0
768,0,0,0,0.4,20,0
769,0,0,0,0.4,20,0
770,0,0,0,0.4,20,0
771,0,0,0,0.4,20,0
772,0,0,0,0.4,20,0
773,0,0,0,0.4,20,0
774,17733.8279,17733.8279,0,0,20,0
775,0,0,0,0.4,20,0
776,0,0,0,0.4,20,0
777,0,0,0,0.4,20,0
778,0,0,0,0.4,20,0
779,0,0,0,0.4,20,0
780,0,0,0,0.4,20,0
781,0,0,0,0.4,20,0
782,0,0,0,0.4,20,0
783,0,0,0,0.4,20,0
784,0,0,0,0.4,20,0
785,0,0,0,0.4,20,0
786,0,0,0,0.4,20,0
787,0,0,0,0.4,20,0
788,3025.0596,3025.0596,0,0,20,0
789,17003.5323,17003.5323,0,0,20,0
790,13507.0338,13507.0338,0,0,20,0
791,0,0,0,0.4,20,0
792,17834.7401,17834.7401,0,0,20,0
793,17646.9477,17646.9477,0,0,20,0
